full_nameyears,sentence,label,sentiment_label,sentiment_score
Duterte-2016,unahan na natin.,,,
Duterte-2016,shall also pursue rail projects metro manila major keypoints country including mindanao rail project.,,,
Duterte-2016,hindi ako nagyayabang pero totoo talaga ito.,,,
Duterte-2016,"were the—depende sa federal six years, lalabas talaga ito assure its going materialize.",,,
Duterte-2016,"rail projects, davao transit system, cebu transit system, north south luzon railways panay railways project.",,,
Duterte-2016,panay!,,,
Duterte-2016,"eh tagasaan si ano, di panay.",,,
Duterte-2016,"panay ang bigay natin para—sabihin naman ni senator drilon, binabackbite ka dito.",,,
Duterte-2016,lalagyan daw ang island ng train.,,,
Duterte-2016,may tawa pa. binabackbite ka dito.,,,
Duterte-2016,magsumbong man iyan.,,,
Duterte-2016,"tingnan mo, tanawa diha.",,,
Duterte-2016,different approaches also considered decongest naia including possible transfer general aviation.,,,
Duterte-2016,"ang style ko kasi, ganito, hindi naman ako  steeped formalities.",,,
Duterte-2016,"itong trans general aviation, alam nyo kung sino ang tamaan niyan kayong mayayaman.",,,
Duterte-2016,"kayong may mga helicopter, pati eroplano, ilipat ko kayo.",,,
Duterte-2016,"alam mo iyong general aviation, iyong mga lear jet, iyong sa mga kumpaniya, ilagay ko kayo sa batanes para wala masyadong air traffic.",,,
Duterte-2016,no.,,,
Duterte-2016,im offering sangley point.,,,
Duterte-2016,kasi tayuan ko isang runway yan.,,,
Duterte-2016,make new runway there.,,,
Duterte-2016,"sabi ng mga aviation experts, tumbok niyan merville subdivision.",,,
Duterte-2016,maka isa pa akong runway dito sa metro manila.,,,
Duterte-2016,"there, its going clark condition fast rail.",,,
Duterte-2016,"sabi ko kay art, something like thirty.",,,
Duterte-2016,"one hour travel, sabi ko kay tugade, acceptable.",,,
Duterte-2016,"make rail there, bago, marami pa. bow day bullet train.",,,
Duterte-2016,"ilagay mo iyan sa pilipino na drayber, sa point ko, hilo.",,,
Duterte-2016,maglampas kayo dito.,,,
Duterte-2016,clark airport utilized shift operations domestic international airlines.,,,
Duterte-2016,"moreover, onestop shop established within clark civil aviation complex benefit overseas filipinos.",,,
Duterte-2016,ito mangyari na ito.,,,
Duterte-2016,"fully utilize clark airport, necessary establish iyong mga  rail connect.",,,
Duterte-2016,"area environment, military directed intensify –makinig kayo, sige gitawa diyan – support role illegal logging, illegal mining – andiyan pa naman si gina lopez – destructive practices aggravate devastation natural resources.",,,
Duterte-2016,protect country.,,,
Duterte-2016,many complaining appointment gina lopez.,,,
Duterte-2016,"si gina, pati ako, share paradigm interest country must come first.",,,
Duterte-2016,hindi ko naman sinasabi—theres law allowing mining.,,,
Duterte-2016,"gina lopez telling you, follow government standards.",,,
Duterte-2016,destroy environment.,,,
Duterte-2016,"follow t, wala tayong problema.",,,
Duterte-2016,pay correct taxes follow standards.,,,
Duterte-2016,gina lopez job.,,,
Duterte-2016,know really crusader.,,,
Duterte-2016,iyan ang  describe persona crusader.,,,
Duterte-2016,kaya sabi ko tama iyan.,,,
Duterte-2016,"bakit nandiyan ba si maam gina lopez, secretary lopez ganito iyan.",,,
Duterte-2016,"pumunta siya sa davao, gabi na mga oclock, early days  hindi pa ako nagoath.",,,
Duterte-2016,"marami na nagpuntahan — solicitation, congratulations.",,,
Duterte-2016,"eh si maam, pumunta twice.",,,
Duterte-2016,"every time, shows degradation  ito na nga.",,,
Duterte-2016,"tapos dalawang oras naman, mukhang hindi na matapos.",,,
Duterte-2016,"sabi ko, maam, offended.",,,
Duterte-2016,"totoo man, wag kang magagalit kay its truth.",,,
Duterte-2016,"magaalas tres na, rody, one no.",,,
Duterte-2016,"tapos extemporaneous na, para ring congressman.",,,
Duterte-2016,"sabi ko, maam, magaalas kuwatro, maam.",,,
Duterte-2016,"ano kaya kung ikaw na lang ang denr bigla din siyang nagsagot, totoo ka sabi ko, umm hindi yung, oo.",,,
Duterte-2016,"siya, siya, i ask theyou know, ill consult family ask my ano nila.",,,
Duterte-2016,"following day, tawag siya kay, aide, kay bong.",,,
Duterte-2016,"sabi niya, bong, okay na tinanggap na.",,,
Duterte-2016,"sabi ng pamilya ko, okay na.",,,
Duterte-2016,"sabi ko, haay, bantay ka sa  know, would appointing somebody alien thinking.",,,
Duterte-2016,"would take somebody shares horizons life, especially iyong degradation .",,,
Duterte-2016,"tama iyan, shes crusader continue.",,,
Duterte-2016,"denr likewise directed review permits granted mining, logging environmental sensitive activities, ensure compliance government standards warranted — ito na iyong pinakamaganda — amend, suspend revoke permits.",,,
Duterte-2016,go ahead.,,,
Duterte-2016,"id like thank god opportunity, really.",,,
Duterte-2016,"never wala namang ano, never thought umabot ako dito.",,,
Duterte-2016,ive always crank sa isip ko mahirap itong ano.,,,
Duterte-2016,"gaya itong laguna lake, naubos ng mga wala na ang fishermen.",,,
Duterte-2016,"yun na lang difference one big fish pen other, iyon na lang ang sa mga tao.",,,
Duterte-2016,"makita mo sa plane, every time go davao pass place there.",,,
Duterte-2016,"every time, nakita ko talagang wala nang ano.",,,
Duterte-2016,fishermen complaining loss.,,,
Duterte-2016,talagang wala na sila.,,,
Duterte-2016,"kasi ang maliit na lugar, iyon lang ang kanila.",,,
Duterte-2016,"dito pinadaan ko lang diplomatic way laguna lake shall transformed vibrant economic zone showcasing ecotourism addressing negative impact watershed destruction, land conversion pollution.",,,
Duterte-2016,ito ang nilagay ko.,,,
Duterte-2016,im telling — poor fishermen priority entitlements.,,,
Duterte-2016,"order gina is, ayusin mo, maam.",,,
Duterte-2016,"huwag mo namang ipitin, reduce areas occupation.",,,
Duterte-2016,cannot cake eat too.,,,
Duterte-2016,"sila na iyong may pera, must stop.",,,
Duterte-2016,"kung sakaling itanong sa iyo kung sino ang may ari niyan, simple lang — mga general, mga mayor, governor, baka congressman.",,,
Duterte-2016,"mean, personal.",,,
Duterte-2016,"something feel must do, right thing do.",,,
